departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
5,antioquia,5756,SONSON,ESTACION DE SERVICIO Y LUBRICANTES SAN MIGUEL,BIOMAX,CALLE 1 No. 29-62 CORREGIMIENTO SAN MIGUEL,BIODIESEL EXTRA,8000,1,2018-04-23T00:00:00.000
5,antioquia,5756,SONSON,ESTACION DE SERVICIO Y LUBRICANTES SAN MIGUEL,BIOMAX,CALLE 1 No. 29-62 CORREGIMIENTO SAN MIGUEL,GASOLINA CORRIENTE OXIGENADA,9000,1,2018-04-23T00:00:00.000
76,valle del cauca,76246,EL CAIRO,ESTACION DE SERVICIO LOS PACHOS,BIOMAX,CALLE 5 No. 5-30,GASOLINA CORRIENTE OXIGENADA,9717,1,2018-04-24T00:00:00.000
76,valle del cauca,76246,EL CAIRO,ESTACION DE SERVICIO LOS PACHOS,BIOMAX,CALLE 5 No. 5-30,BIODIESEL EXTRA,9000,1,2018-04-24T00:00:00.000
5,antioquia,5240,EBEJICO,ESTACION DE SERVICIO LOS BUCAROS EBEJICO,ZAPATA Y VELASQUEZ,Carrera 20 No. 15-30,BIODIESEL EXTRA,9220,1,2018-04-26T00:00:00.000
5,antioquia,5240,EBEJICO,ESTACION DE SERVICIO LOS BUCAROS EBEJICO,ZAPATA Y VELASQUEZ,Carrera 20 No. 15-30,GASOLINA CORRIENTE OXIGENADA,9730,1,2018-04-26T00:00:00.000
5,antioquia,5040,ANORI,ESTACION DE SERVICIO BOMBA CRUCES,ZAPATA Y VELASQUEZ,VEREDA CRUCES,GASOLINA CORRIENTE OXIGENADA,8155,1,2018-04-27T00:00:00.000
5,antioquia,5040,ANORI,ESTACION DE SERVICIO BOMBA CRUCES,ZAPATA Y VELASQUEZ,VEREDA CRUCES,BIODIESEL EXTRA,7600,1,2018-04-27T00:00:00.000
5,antioquia,5665,SAN PEDRO DE URABA,ESTACION DE GASOLINA SITIO ROJO,ZAPATA Y VELASQUEZ,CORREGIMIENTO SANTA CATALINA,BIODIESEL EXTRA,9000,1,2018-04-30T00:00:00.000
5,antioquia,5665,SAN PEDRO DE URABA,ESTACION DE GASOLINA SITIO ROJO,ZAPATA Y VELASQUEZ,CORREGIMIENTO SANTA CATALINA,GASOLINA CORRIENTE OXIGENADA,9990,1,2018-04-30T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO SERVIBERNA,MOBIL,CARRERA 32 # 11-20,GASOLINA CORRIENTE OXIGENADA,8811,1,2018-05-01T00:00:00.000
76,valle del cauca,76377,LA CUMBRE,ESTACION DE SERVICIO BIOCUMBRE,BIOMAX,CARRERA 8 SN No. 4-11,GASOLINA CORRIENTE OXIGENADA,8932,1,2018-05-01T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO SERVIBERNA,MOBIL,CARRERA 32 # 11-20,BIODIESEL EXTRA,8291,1,2018-05-01T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO PLAZA MADERO,MOBIL,Palmira Vía Glorieta Intersección Desnivel Calzada Derecha Km. 12 900,GASOLINA EXTRA OXIGENADA,12350,1,2018-05-01T00:00:00.000
5,antioquia,5138,CAÑASGORDAS,LAS HELICONIAS,ZEUSS,PARAJE IMANTAGO,GASOLINA CORRIENTE OXIGENADA,9060,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SUR AUTOPISTA,MOBIL,CARRERA 46 No. 10-15,GASOLINA EXTRA OXIGENADA,11600,1,2018-05-01T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,SERVICENTRO ESSO NO 134,MOBIL,Calle 3 No. 2 - 18,BIODIESEL EXTRA,8398,1,2018-05-01T00:00:00.000
5,antioquia,5315,GUADALUPE,BOMBA LOS PINOS,ZEUSS,CALLE 51 A No 45-03   17,BIODIESEL EXTRA,8810,1,2018-05-01T00:00:00.000
5,antioquia,5480,MUTATA,DISTRICOMBUSTIBLES,TERPEL,CALLE 10 No. 10-13,GASOLINA EXTRA OXIGENADA,9500,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO VEHICULOS Y PROPIEDADES COMPAÑIA SAS,MOBIL,Calle 70 No.26M-03,BIODIESEL EXTRA,8400,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO ZULY,TERPEL,Transversal 51 A No.67B - 246,GASOLINA EXTRA OXIGENADA,11340,1,2018-05-01T00:00:00.000
76,valle del cauca,76147,CARTAGO,LA PRINCIPAL ESTACION DE SERVICIO CARTAGO,TERPEL,CALLE 1 DIAGONAL 3,GASOLINA CORRIENTE OXIGENADA,8850,1,2018-05-01T00:00:00.000
5,antioquia,5887,YARUMAL,ESTACION DE SERVICIO ANA MARIA,TEXACO,LA VARIANTE KILOMETRO 2 FINCA LOS PICADORES,BIODIESEL EXTRA,8600,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TERPEL EL LIMONAR,TERPEL,CALLE 14 No. 70-06,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-01T00:00:00.000
5,antioquia,5664,SAN PEDRO DE LOS MILAGROS,FUENTES DE SAN JOSE,ZEUSS,Carrera 52 No 44 A - 01  SAN PEDRO DE LOS MILAGROS,GASOLINA CORRIENTE OXIGENADA,9153,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,INTEGRAL DE SERVICIOS AUTOMOVILISTICOS,BIOMAX,CALLE 13 No. 31-42,GASOLINA CORRIENTE OXIGENADA,8740,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,GASOLINA EXTRA OXIGENADA,11750,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 65,TERPEL,CARRERA 65 No. 78-190,GASOLINA EXTRA OXIGENADA,12140,1,2018-05-01T00:00:00.000
5,antioquia,5854,VALDIVIA,ESTACION DE SERVICIOS LA CASCADA,TERPEL,CALLE LA ARROCERA,BIODIESEL EXTRA,8350,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO 34 EL POBLADO,MOBIL,Carrera 43 A No 11 - 19,BIODIESEL EXTRA,9260,1,2018-05-01T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO LA GLORIETA NO2,MOBIL,CARRERA 24A No. 1BN-04 KILOMETRO 0 MAS 100 METROS CARRETERA VARIANTE BUGA - TULUA,BIODIESEL EXTRA,8330,1,2018-05-01T00:00:00.000
76,valle del cauca,76823,TORO,ESTACION DE SERVICIO TORO,BIOMAX,Carrera 1 No 18 - 30,BIODIESEL EXTRA,8506,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SUR AUTOPISTA,MOBIL,CARRERA 46 No. 10-15,GASOLINA CORRIENTE OXIGENADA,8590,1,2018-05-01T00:00:00.000
5,antioquia,5887,YARUMAL,SERVICENTRO LOS YARUMOS,TERPEL,"Carretera troncal Kilómetro 1 Yarumal, Antioquia",BIODIESEL EXTRA,8520,1,2018-05-01T00:00:00.000
76,valle del cauca,76054,ARGELIA,ESTACION DE SERVICIO VILLA NUBIA,PETROMIL,Carrera 6 No. 1 B-70,GASOLINA CORRIENTE OXIGENADA,9113,1,2018-05-01T00:00:00.000
76,valle del cauca,76147,CARTAGO,LA PRINCIPAL ESTACION DE SERVICIO CARTAGO,TERPEL,CALLE 1 DIAGONAL 3,BIODIESEL EXTRA,8190,1,2018-05-01T00:00:00.000
5,antioquia,5890,YOLOMBO,ESTACION VILLA NUEVA,TERPEL,VIA AMALFI KILOMETRO 68 VEREDA VILLA NUEVA,BIODIESEL EXTRA,9077,1,2018-05-01T00:00:00.000
76,valle del cauca,76233,DAGUA,SERVI K 30,BIOMAX,KILOMETRO 30 VIA AL CARMEN,GASOLINA CORRIENTE OXIGENADA,9152,1,2018-05-01T00:00:00.000
5,antioquia,5858,VEGACHI,ESTACION DE SERVICIO  EL TRAPICHE,ZEUSS,CARRERA 50 No. 60A-82,BIODIESEL EXTRA,8360,1,2018-05-01T00:00:00.000
5,antioquia,5858,VEGACHI,ESTACION DE SERVICIO LA BOMBA,ZEUSS,CARRERA 50 No. 47 - 180,BIODIESEL EXTRA,8360,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICIOS GUADALUPE,MOBIL,Calle 10 No 52 - 50,GASOLINA EXTRA OXIGENADA,11672,1,2018-05-01T00:00:00.000
5,antioquia,5154,CAUCASIA,ESTACION DE SERVICIO SAN RAFAEL DEL ORIENTE,PETROMIL,CARRERA 20 No 2 -177,GASOLINA CORRIENTE OXIGENADA,9220,1,2018-05-01T00:00:00.000
76,valle del cauca,76233,DAGUA,SERVI K 30,BIOMAX,KILOMETRO 30 VIA AL CARMEN,BIODIESEL EXTRA,8553,1,2018-05-01T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO TERPEL IMPERIAL,TERPEL,CALLE 16 CRUCE CON CARRETERA CENTRAL DEL VALLE LOTE DE TERRENO NO 3,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-01T00:00:00.000
5,antioquia,5664,SAN PEDRO DE LOS MILAGROS,FUENTES DE SAN JOSE,ZEUSS,Carrera 52 No 44 A - 01  SAN PEDRO DE LOS MILAGROS,BIODIESEL EXTRA,8480,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,COMERCIALIZADORA ARO SAS,TEXACO,CALLE 27 No. 33B-25,BIODIESEL EXTRA,8317,1,2018-05-01T00:00:00.000
5,antioquia,5284,FRONTINO,EDS MURRI,ZEUSS,CALLE 13 NO. 10-04 NUTIBARA,BIODIESEL EXTRA,9140,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO 34 EL POBLADO,MOBIL,Carrera 43 A No 11 - 19,GASOLINA EXTRA OXIGENADA,11900,1,2018-05-01T00:00:00.000
5,antioquia,5854,VALDIVIA,ESTACION DE SERVICIO MONTERREY DE VALDIVIA,TERPEL,CARRERA 11 TRONCAL VIA A A LA COSTA,GASOLINA EXTRA OXIGENADA,11410,1,2018-05-01T00:00:00.000
5,antioquia,5212,COPACABANA,TRONCAL DEL NORTE,MOBIL,Autopista Norte Km. 16,BIODIESEL EXTRA,8386,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,COMERCIALIZADORA ARO SAS,TEXACO,CALLE 27 No. 33B-25,GASOLINA EXTRA OXIGENADA,11910,1,2018-05-01T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO C Y C,TERPEL,AVENIDA CIRCURVALAR CARRERA 4 No. 6-90,BIODIESEL EXTRA,8338,1,2018-05-01T00:00:00.000
5,antioquia,5861,VENECIA,ESTACION DE SERVICIO ZEUSS BOLOMBOLO,ZEUSS,CALLE PRINCIPAL BOLOMBOLO,GASOLINA CORRIENTE OXIGENADA,9330,1,2018-05-01T00:00:00.000
5,antioquia,5093,BETULIA,ESTACION DE SERVICIO BOMBA VILLA LUZ,TERPEL,Carrera 21 Calle 15 212,BIODIESEL EXTRA,9290,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO EL PORTON - SANTIAGO DE CALI,BIOMAX,CALLE 70 No. 1-65,GASOLINA EXTRA OXIGENADA,10980,1,2018-05-01T00:00:00.000
5,antioquia,5212,COPACABANA,TRONCAL DEL NORTE,MOBIL,Autopista Norte Km. 16,GASOLINA CORRIENTE OXIGENADA,8739,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,INTEGRAL DE SERVICIOS AUTOMOVILISTICOS,BIOMAX,CALLE 13 No. 31-42,GASOLINA EXTRA OXIGENADA,11590,1,2018-05-01T00:00:00.000
5,antioquia,5154,CAUCASIA,ESTACION DE SERVICIO SAN RAFAEL DEL ORIENTE,PETROMIL,CARRERA 20 No 2 -177,BIODIESEL EXTRA,8640,1,2018-05-01T00:00:00.000
5,antioquia,5670,SAN ROQUE,AUTOCENTRO LAS PALMERAS,TERPEL,CARRERA 17 N 24 A 107,BIODIESEL EXTRA,8120,1,2018-05-01T00:00:00.000
5,antioquia,5837,TURBO,ESTACION DE SERVICIO GRAN PARADA DE URABA,PETROMIL,CARRERA 30 No. 25-75 CORREGIMIENTO EL TRES,GASOLINA CORRIENTE OXIGENADA,9200,1,2018-05-01T00:00:00.000
5,antioquia,5425,MACEO,ESTACION DE SERVICIO SERVICENTRO PUERTO NUS,ZEUSS,Autopista Cisneros - Puerto Berrío Km 35-800,GASOLINA EXTRA OXIGENADA,11400,1,2018-05-01T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO COEXITO,MOBIL,CALLE 10 No. 35-231 ACOPI DE YUMBO,GASOLINA CORRIENTE OXIGENADA,8590,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO NO43,MOBIL,Carrera 70 No.53-21,GASOLINA EXTRA OXIGENADA,11790,1,2018-05-01T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO EXITO VARIANTE CALDAS,MOBIL,CALLE 84 SUR No. 29-175,BIODIESEL EXTRA,7990,1,2018-05-01T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIO CERRITO VALLE,MOBIL,Ginebra Vía Palmira-Buga Km. 21-250 m,GASOLINA EXTRA OXIGENADA,11650,1,2018-05-01T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,EDS MULTISERVICIOS LIBARDO RINCON BOLIVAR,MOBIL,CALLE 49 No. 41-35,GASOLINA CORRIENTE OXIGENADA,9300,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO MÓBIL LOS ALMENDROS,MOBIL,AVENIDA 33 No. 75C-145,BIODIESEL EXTRA,8520,1,2018-05-01T00:00:00.000
5,antioquia,5837,TURBO,ESTACION DE SERVICIO GRAN PARADA DE URABA,PETROMIL,CARRERA 30 No. 25-75 CORREGIMIENTO EL TRES,BIODIESEL EXTRA,8490,1,2018-05-01T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO COEXITO,MOBIL,CALLE 10 No. 35-231 ACOPI DE YUMBO,GASOLINA EXTRA OXIGENADA,11550,1,2018-05-01T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,EDS MULTISERVICIOS LIBARDO RINCON BOLIVAR,MOBIL,CALLE 49 No. 41-35,GASOLINA EXTRA OXIGENADA,11700,1,2018-05-01T00:00:00.000
5,antioquia,5861,VENECIA,ESTACION DE SERVICIO ZEUSS BOLOMBOLO,ZEUSS,CALLE PRINCIPAL BOLOMBOLO,BIODIESEL EXTRA,8730,1,2018-05-01T00:00:00.000
5,antioquia,5607,EL RETIRO,ESTACION DE SERVICIO EXITO EL RETIRO,MOBIL,Vereda Los Salados El Retiro,GASOLINA EXTRA OXIGENADA,11550,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SUR AUTOPISTA,MOBIL,CARRERA 46 No. 10-15,BIODIESEL EXTRA,9070,1,2018-05-01T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIO CERRITO VALLE,MOBIL,Ginebra Vía Palmira-Buga Km. 21-250 m,GASOLINA CORRIENTE OXIGENADA,8850,1,2018-05-01T00:00:00.000
76,valle del cauca,76054,ARGELIA,ESTACION DE SERVICIO VILLA NUBIA,PETROMIL,Carrera 6 No. 1 B-70,BIODIESEL EXTRA,8485,1,2018-05-01T00:00:00.000
5,antioquia,5607,EL RETIRO,LA FE,TEXACO,centro comercial la fe,GASOLINA EXTRA OXIGENADA,11600,1,2018-05-01T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO EXITO VARIANTE CALDAS,MOBIL,CALLE 84 SUR No. 29-175,GASOLINA EXTRA OXIGENADA,11540,1,2018-05-01T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO LA YET DEL VALLE,TERPEL,Carrera 3 No.1-32 Corregimiento Timba,BIODIESEL EXTRA,8684,1,2018-05-01T00:00:00.000
5,antioquia,5736,SEGOVIA,ESTACION DE SERVICIO SERVICENTRO EL CENTENARIO,ZEUSS,CALLE 47 No.56 - 25,GASOLINA CORRIENTE OXIGENADA,9040,1,2018-05-01T00:00:00.000
76,valle del cauca,76377,LA CUMBRE,ESTACION EL MIRADOR,BIOMAX,CALLE 5 A No. 10-52,GASOLINA CORRIENTE OXIGENADA,8932,1,2018-05-01T00:00:00.000
5,antioquia,5250,EL BAGRE,ESTACION DE SERVICIO AUTOMOTRIZ TEXACO PUERTO LOPEZ,PETROMIL,Corregimiento de Puerto López,GASOLINA CORRIENTE OXIGENADA,9590,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,BIODIESEL EXTRA,8325,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL CARRERA PRIMERA,TERPEL,CARRERA 1 No.47-58,GASOLINA CORRIENTE OXIGENADA,8630,1,2018-05-01T00:00:00.000
76,valle del cauca,76130,CANDELARIA,EDS EL CARRETERO JUANCHITO,ESSO,CARRERA 8 No. 94 - 19,GASOLINA CORRIENTE OXIGENADA,9130,1,2018-05-01T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO COEXITO,MOBIL,CALLE 10 No. 35-231 ACOPI DE YUMBO,BIODIESEL EXTRA,8360,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO VEHICULOS Y PROPIEDADES COMPAÑIA SAS,MOBIL,Calle 70 No.26M-03,GASOLINA EXTRA OXIGENADA,11220,1,2018-05-01T00:00:00.000
5,antioquia,5034,ANDES,ESTACION DE SERVICIO LA CHAPARRALA,ZEUSS,AVENIDA RAFAEL ARANGO TORO,GASOLINA EXTRA OXIGENADA,11930,1,2018-05-01T00:00:00.000
5,antioquia,5490,NECOCLI,COMBUSTIBLES DE URABA,PETROMIL,CALLE 50 No. 43-12,GASOLINA CORRIENTE OXIGENADA,9890,1,2018-05-01T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO TERPEL IMPERIAL,TERPEL,CALLE 16 CRUCE CON CARRETERA CENTRAL DEL VALLE LOTE DE TERRENO NO 3,BIODIESEL EXTRA,8070,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO ESSO NO 18,MOBIL,Carrera 49 No 83 - 142,GASOLINA CORRIENTE OXIGENADA,9000,1,2018-05-01T00:00:00.000
5,antioquia,5038,ANGOSTURA,ESTACION TERPEL TIPO B,TERPEL,CARRERA 10 NO 17-87,BIODIESEL EXTRA,8878,1,2018-05-01T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO PALMASECA AEROPUERTO,PETROBRAS,GLORIETA AEROPUERTO ALFONSO BONILLA ARAGON,GASOLINA EXTRA OXIGENADA,12290,1,2018-05-01T00:00:00.000
5,antioquia,5361,ITUANGO,ESTACION DE SERVICIO ITUANGO,ZEUSS,Calle Santa Bárbara con Carrera Córdoba,GASOLINA CORRIENTE OXIGENADA,10400,1,2018-05-01T00:00:00.000
76,valle del cauca,76823,TORO,ESTACION DE SERVICIO TORO,BIOMAX,Carrera 1 No 18 - 30,GASOLINA CORRIENTE OXIGENADA,9103,1,2018-05-01T00:00:00.000
76,valle del cauca,76400,LA UNION,ESTACION DE SERVICIO COOPERATIVA DE TRANSPORTADORES LA ANDINA,MOBIL,TRANSVERSAL 15 No. 21-32,GASOLINA CORRIENTE OXIGENADA,8987,1,2018-05-01T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,GASOLINA EXTRA OXIGENADA,11590,1,2018-05-01T00:00:00.000
5,antioquia,5172,CHIGORODO,ESTACION DE SERVICIO BARRANQUILLITA,ZAPATA Y VELASQUEZ,VIA PANAMERICANA KILOMETRO 9.3,BIODIESEL EXTRA,8640,1,2018-05-01T00:00:00.000
5,antioquia,5361,ITUANGO,ESTACION DE SERVICIO ITUANGO,ZEUSS,Calle Santa Bárbara con Carrera Córdoba,BIODIESEL EXTRA,10390,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 65,TERPEL,CARRERA 65 No. 78-190,GASOLINA CORRIENTE OXIGENADA,9030,1,2018-05-01T00:00:00.000
5,antioquia,5887,YARUMAL,ESTACION DE SERVICIO ANA MARIA,TEXACO,LA VARIANTE KILOMETRO 2 FINCA LOS PICADORES,GASOLINA CORRIENTE OXIGENADA,9200,1,2018-05-01T00:00:00.000
5,antioquia,5034,ANDES,ESTACION DE SERVICIO LA CHAPARRALA,ZEUSS,AVENIDA RAFAEL ARANGO TORO,GASOLINA CORRIENTE OXIGENADA,9780,1,2018-05-01T00:00:00.000
5,antioquia,5847,URRAO,SERVICENTRO BUENOS AIRES,TERPEL,CARRERA 31 No. 15 A-41,GASOLINA CORRIENTE OXIGENADA,9815,1,2018-05-01T00:00:00.000
5,antioquia,5425,MACEO,ESTACION DE SERVICIO SERVICENTRO PUERTO NUS,ZEUSS,Autopista Cisneros - Puerto Berrío Km 35-800,GASOLINA CORRIENTE OXIGENADA,9200,1,2018-05-01T00:00:00.000
5,antioquia,5847,URRAO,SERVICENTRO BUENOS AIRES,TERPEL,CARRERA 31 No. 15 A-41,BIODIESEL EXTRA,9211,1,2018-05-01T00:00:00.000
5,antioquia,5101,CIUDAD BOLIVAR,EDS MULTISERVICIOS LIBARDO RINCON BOLIVAR,MOBIL,CALLE 49 No. 41-35,BIODIESEL EXTRA,8700,1,2018-05-01T00:00:00.000
76,valle del cauca,76233,DAGUA,ESTACION DE SERVICIO LA BOMBA,MOBIL,Calle 8A No 19-83,GASOLINA CORRIENTE OXIGENADA,9152,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GLOBOLLANTAS LTDA,MOBIL,Calle 10 No. 40-52,GASOLINA CORRIENTE OXIGENADA,9150,1,2018-05-01T00:00:00.000
5,antioquia,5607,EL RETIRO,ESTACION DE SERVICIO EXITO EL RETIRO,MOBIL,Vereda Los Salados El Retiro,BIODIESEL EXTRA,8390,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TERPEL EL LIMONAR,TERPEL,CALLE 14 No. 70-06,BIODIESEL EXTRA,8410,1,2018-05-01T00:00:00.000
5,antioquia,5842,URAMITA,BOMBA DE GASOLINA EL PORVENIR,TERPEL,CALLE 20 No. 20-05,GASOLINA CORRIENTE OXIGENADA,9130,1,2018-05-01T00:00:00.000
5,antioquia,5315,GUADALUPE,BOMBA LOS PINOS,ZEUSS,CALLE 51 A No 45-03   17,GASOLINA CORRIENTE OXIGENADA,9435,1,2018-05-01T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO TERPEL IMPERIAL,TERPEL,CALLE 16 CRUCE CON CARRETERA CENTRAL DEL VALLE LOTE DE TERRENO NO 3,GASOLINA CORRIENTE OXIGENADA,8810,1,2018-05-01T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO PLAZA MADERO,MOBIL,Palmira Vía Glorieta Intersección Desnivel Calzada Derecha Km. 12 900,BIODIESEL EXTRA,8300,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO GLOBOLLANTAS LTDA,MOBIL,Calle 10 No. 40-52,BIODIESEL EXTRA,8550,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO MÓBIL LOS ALMENDROS,MOBIL,AVENIDA 33 No. 75C-145,GASOLINA EXTRA OXIGENADA,12140,1,2018-05-01T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO 34 EL POBLADO,MOBIL,Carrera 43 A No 11 - 19,GASOLINA CORRIENTE OXIGENADA,9130,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO VEHICULOS Y PROPIEDADES COMPAÑIA SAS,MOBIL,Calle 70 No.26M-03,GASOLINA CORRIENTE OXIGENADA,8770,1,2018-05-01T00:00:00.000
5,antioquia,5490,NECOCLI,COMBUSTIBLES DE URABA,PETROMIL,CALLE 50 No. 43-12,BIODIESEL EXTRA,8990,1,2018-05-01T00:00:00.000
5,antioquia,5172,CHIGORODO,ESTACION DE SERVICIO BARRANQUILLITA,ZAPATA Y VELASQUEZ,VIA PANAMERICANA KILOMETRO 9.3,GASOLINA CORRIENTE OXIGENADA,9390,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICIOS GUADALUPE,MOBIL,Calle 10 No 52 - 50,GASOLINA CORRIENTE OXIGENADA,8620,1,2018-05-01T00:00:00.000
5,antioquia,5480,MUTATA,DISTRICOMBUSTIBLES,TERPEL,CALLE 10 No. 10-13,BIODIESEL EXTRA,8430,1,2018-05-01T00:00:00.000
76,valle del cauca,76233,DAGUA,ESTACION DE SERVICIO LA BOMBA,MOBIL,Calle 8A No 19-83,BIODIESEL EXTRA,8544,1,2018-05-01T00:00:00.000
76,valle del cauca,76130,CANDELARIA,EDS EL CARRETERO JUANCHITO,ESSO,CARRERA 8 No. 94 - 19,GASOLINA EXTRA OXIGENADA,10100,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,INTEGRAL DE SERVICIOS AUTOMOVILISTICOS,BIOMAX,CALLE 13 No. 31-42,BIODIESEL EXTRA,8560,1,2018-05-01T00:00:00.000
5,antioquia,5604,REMEDIOS,ESTACION LA CRUZADA,TERPEL,CALLE 10 No. 8-35,BIODIESEL EXTRA,8750,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL CARRERA PRIMERA,TERPEL,CARRERA 1 No.47-58,BIODIESEL EXTRA,8390,1,2018-05-01T00:00:00.000
5,antioquia,5649,SAN CARLOS,BOMBA LOS MANGOS,ZEUSS,MANZANA 999 PMZ EN LA CALLE 16 DEL CORREGIMIENTO EL JORDAN,BIODIESEL EXTRA,8400,1,2018-05-01T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO PALMASECA AEROPUERTO,PETROBRAS,GLORIETA AEROPUERTO ALFONSO BONILLA ARAGON,BIODIESEL EXTRA,8510,1,2018-05-01T00:00:00.000
5,antioquia,5607,EL RETIRO,LA FE,TEXACO,centro comercial la fe,BIODIESEL EXTRA,8540,1,2018-05-01T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,COMERCIALIZADORA ARO SAS,TEXACO,CALLE 27 No. 33B-25,GASOLINA CORRIENTE OXIGENADA,8948,1,2018-05-01T00:00:00.000
